parent_comment_id,reply_id
UgzY4G99Jo6ASZMRGCh4AaABAg,UgzY4G99Jo6ASZMRGCh4AaABAg.AMKsy4NS6NgAMKyqW68Pf9
UgzY4G99Jo6ASZMRGCh4AaABAg,UgzY4G99Jo6ASZMRGCh4AaABAg.AMKsy4NS6NgAML4pnqQS2W
UgzY4G99Jo6ASZMRGCh4AaABAg,UgzY4G99Jo6ASZMRGCh4AaABAg.AMKsy4NS6NgAML7eZlRNMv
UgzY4G99Jo6ASZMRGCh4AaABAg,UgzY4G99Jo6ASZMRGCh4AaABAg.AMKsy4NS6NgAMLBwLlCCCu
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWALZxzwvwMbM
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWALZzWYP_O2W
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_2WY2dKmX
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_2zz9U1DC
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_50MP7usK
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWALZxzwvwMbM
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWALZzWYP_O2W
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_2WY2dKmX
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_2zz9U1DC
UgyvbdLdYLIlc5GepgR4AaABAg,UgyvbdLdYLIlc5GepgR4AaABAg.ALZicJ3ttFWAL_50MP7usK
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5og_ypM9A
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oicnr9Pf
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5opx9O3x3
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oq1G8SK0
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oqVHH3oq
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5og_ypM9A
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oicnr9Pf
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5opx9O3x3
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oq1G8SK0
UgyfnWdQ0rVWmTZjtLJ4AaABAg,UgyfnWdQ0rVWmTZjtLJ4AaABAg.AN5oddbLQeZAN5oqVHH3oq
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANVkE_MRgsR
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANVxWWDG1Cj
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANW9e83AFN0
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANWizN5u0JD
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANXeViaDk07
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANVkE_MRgsR
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANVxWWDG1Cj
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANW9e83AFN0
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANWizN5u0JD
UgyeYAPxoT5GzuzKzhZ4AaABAg,UgyeYAPxoT5GzuzKzhZ4AaABAg.ANVgE2AinJzANXeViaDk07
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIj6q4Z69M
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIjUv_09NJ
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIlwQQ2L-t
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANJ2rfzwCvH
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANJ6xY8K8Xo
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIj6q4Z69M
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIjUv_09NJ
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANIlwQQ2L-t
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANJ2rfzwCvH
UgwPHHqZcghFQJfhOih4AaABAg,UgwPHHqZcghFQJfhOih4AaABAg.ANIcCT7F4YXANJ6xY8K8Xo
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGVqp_k2JS
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGWBAytyCn
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGWBF0GnZr
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGXHg4lFss
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANG_XW6QwXF
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGVqp_k2JS
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGWBAytyCn
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGWBF0GnZr
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANGXHg4lFss
UgxC5qm5EEh3OPItUZx4AaABAg,UgxC5qm5EEh3OPItUZx4AaABAg.ANGVlxPHIe_ANG_XW6QwXF
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMllYMCQUDS
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlojIrwBAI
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMltJZ4wclP
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlwu2ip6IC
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlyaWx-Uj0
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMllYMCQUDS
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlojIrwBAI
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMltJZ4wclP
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlwu2ip6IC
UgwnrliTyJiR4tCtJi14AaABAg,UgwnrliTyJiR4tCtJi14AaABAg.AMllOzvR_psAMlyaWx-Uj0
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMNMTOsojtN
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMN_1F3h5rv
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMPnkBYUBqS
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMRPE3JAVjY
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMTATRM6ORA
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMNMTOsojtN
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMN_1F3h5rv
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMPnkBYUBqS
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMRPE3JAVjY
UgwcnAlIZDtWd3GZGXp4AaABAg,UgwcnAlIZDtWd3GZGXp4AaABAg.AMNBuLWK321AMTATRM6ORA
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL05yjL4ux
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL08QT2mtX
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0FSbFTtC
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0GWojJbH
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0MNKcv6B
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL05yjL4ux
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL08QT2mtX
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0FSbFTtC
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0GWojJbH
UgwqZQn4Fd3wwaVERMN4AaABAg,UgwqZQn4Fd3wwaVERMN4AaABAg.ANKeo5c3MLhANL0MNKcv6B
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84czTrCWh
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84iLDU5Yi
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84kRyO6UR
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM85zcRSRuZ
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM86pgk8g5A
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84czTrCWh
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84iLDU5Yi
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM84kRyO6UR
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM85zcRSRuZ
UgxbXG9SYLdcQvqpjbR4AaABAg,UgxbXG9SYLdcQvqpjbR4AaABAg.AM7wfHz57Q4AM86pgk8g5A
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4I_2zRumm
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4NExyDTLs
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4QONfPwve
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4S_5yDdOS
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4ovRVK6YV
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4I_2zRumm
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4NExyDTLs
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4QONfPwve
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4S_5yDdOS
UgykgxH5_grilHQ3BWV4AaABAg,UgykgxH5_grilHQ3BWV4AaABAg.AM4HegykB40AM4ovRVK6YV
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXDzG3m6Zk
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXEO7aGfIu
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXEt5j2thW
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXFvuQv-yT
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXGV095FPN
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXDzG3m6Zk
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXEO7aGfIu
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXEt5j2thW
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXFvuQv-yT
UgwvC4GKSwoYUn8skbZ4AaABAg,UgwvC4GKSwoYUn8skbZ4AaABAg.ALWvWOWJokLALXGV095FPN
